,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,Name
239,DEN,G/F,"6'4""",210,9/14/1994, Gary  Harris,23.3347022587269,Gary,Harris,G. Harris
240,BKN,SG,"6'6""",219,9/07/1991, Joe  Harris,26.354551676933607,Joe,Harris,J. Harris
241,DET,F,"6'9""",235,7/15/1992, Tobias  Harris,25.50034223134839,Tobias,Harris,T. Harris
242,MEM,G,"6'6""",213,10/20/1994, Andrew  Harrison,23.236139630390145,Andrew,Harrison,A. Harrison
243,LAL,SG,"6'5""",205,3/06/1995, Josh  Hart,22.861054072553046,Josh,Hart,J. Hart
244,FA,PF,"7'0""",250,5/05/1998, Isaiah  Hartenstein,19.696098562628336,Isaiah,Hartenstein,I. Hartenstein
245,MIA,PF,"6'8""",235,6/09/1980, Udonis  Haslem,37.59890485968515,Udonis,Haslem,U. Haslem
246,FA,F/C,"7'1""",245,4/28/1988, Spencer  Hawes,29.713894592744694,Spencer,Hawes,S. Hawes
247,FA,PF,"6'8""",240,12/16/1994, Nigel  Hayes,23.080082135523615,Nigel,Hayes,N. Hayes
248,BOS,G/F,"6'8""",226,3/23/1990, Gordon  Hayward,27.813826146475016,Gordon,Hayward,G. Hayward
249,FA,SG,"6'4""",210,8/14/1991, Reggie  Hearn,26.420260095824776,Reggie,Hearn,R. Hearn
250,FA,G/F,"6'5""",215,12/09/1987, Gerald  Henderson,30.099931553730322,Gerald,Henderson,G. Henderson
251,FA,SG,"6'5""",190,3/21/1994, Terry  Henderson,23.81930184804928,Terry,Henderson,T. Henderson
252,MEM,SF,"6'6""",238,12/23/1992, Myke  Henry,25.059548254620122,Myke,Henry,M. Henry
253,MIL,F/C,"6'11""",229,12/28/1990, John  Henson,27.04722792607803,John,Henson,J. Henson
254,FA,SF,"6'6""",215,1/06/1992, LaDontae  Henton,26.023271731690624,LaDontae,Henton,L. Henton
255,NY,C,"6'11""",240,5/27/1994, Guillermo  Hernangomez,23.63586584531143,Guillermo,Hernangomez,G. Hernangomez
256,DEN,F,"6'9""",230,9/28/1995, Juancho  Hernangomez,22.297056810403834,Juancho,Hernangomez,J. Hernangomez
257,ORL,G/F,"6'8""",218,2/25/1995, Mario  Hezonja,22.885694729637233,Mario,Hezonja,M. Hezonja
258,FA,C,"7'2""",270,12/11/1986, Roy  Hibbert,31.093771389459274,Roy,Hibbert,R. Hibbert
259,NY,PF,"6'9""",242,7/24/1994, Isaiah  Hicks,23.477070499657767,Isaiah,Hicks,I. Hicks
260,SAC,SG,"6'4""",214,12/17/1993, Buddy  Hield,24.076659822039698,Buddy,Hield,B. Hield
261,HOU,F/C,"6'11""",250,9/13/1982, Nene  Hilario,35.337440109514034,Nene,Hilario,N. Hilario
262,SAC,G,"6'3""",188,5/04/1986, George  Hill,31.698836413415467,George,Hill,G. Hill
263,FA,F/C,"6'10""",240,7/27/1987, Jordan  Hill,30.469541409993155,Jordan,Hill,J. Hill
264,NO,G/F,"6'7""",225,3/18/1991, Solomon  Hill,26.82819986310746,Solomon,Hill,S. Hill
265,SA,SG,"6'6""",220,4/13/1993, Darrun  Hilliard,24.75564681724846,Darrun,Hilliard,D. Hilliard
266,NO,G,"6'4""",205,6/12/1990, Jrue  Holiday,27.592060232717316,Jrue,Holiday,J. Holiday
267,CHI,G/F,"6'6""",185,4/05/1989, Justin  Holiday,28.777549623545518,Justin,Holiday,J. Holiday
268,CLE,SG,"6'5""",205,11/06/1988, John  Holland,29.188227241615333,John,Holland,J. Holland
269,BKN,F,"6'7""",214,1/03/1995, Rondae  Hollis-Jefferson,23.030800821355236,Rondae,Hollis-Jefferson,R. Hollis-Jefferson
270,FA,PF,"6'8""",240,12/09/1992, Jonathan  Holmes,25.097878165639973,Jonathan,Holmes,J. Holmes
271,PHI,F/C,"6'10""",235,10/15/1993, Richaun  Holmes,24.249144421629023,Richaun,Holmes,R. Holmes
272,UTA,G/F,"6'8""",206,10/20/1992, Rodney  Hood,25.234770704996578,Rodney,Hood,R. Hood
273,BOS,F/C,"6'10""",245,6/03/1986, Al  Horford,31.616700889801507,Al,Horford,A. Horford
274,PHX,SG,"6'7""",215,6/07/1993, Danuel  House,24.605065023956193,Danuel,House,D. House
275,CHA,F/C,"6'11""",265,12/08/1985, Dwight  Howard,32.101300479123886,Dwight,Howard,D. Howard
276,OKC,SF,"6'7""",230,12/19/1991, Josh  Huestis,26.072553045859,Josh,Huestis,J. Huestis
277,FA,F/C,"6'9""",245,2/06/1985, Kris  Humphries,32.936344969199176,Kris,Humphries,K. Humphries
278,MEM,PF,"6'8""",208,8/05/1994, Vince  Hunter,23.444216290212182,Vince,Hunter,V. Hunter
279,TOR,F/C,"6'10""",235,9/18/1989, Serge  Ibaka,28.32306639288159,Serge,Ibaka,S. Ibaka
280,GS,G/F,"6'6""",215,1/28/1984, Andre  Iguodala,33.96303901437371,Andre,Iguodala,A. Iguodala
281,ATL,F,"6'10""",235,5/15/1987, Ersan  Ilyasova,30.6694045174538,Ersan,Ilyasova,E. Ilyasova
282,UTA,G/F,"6'8""",226,10/02/1987, Joe  Ingles,30.286105407255306,Joe,Ingles,J. Ingles
283,LAL,G/F,"6'9""",190,9/02/1997, Brandon  Ingram,20.366872005475702,Brandon,Ingram,B. Ingram
284,FA,SG,"6'2""",195,3/14/1995, Ike  Iroegbu,22.83915126625599,Ike,Iroegbu,I. Iroegbu
285,BOS,G,"6'3""",193,3/23/1992, Kyrie  Irving,25.812457221081452,Kyrie,Irving,K. Irving
286,ORL,PF,"6'10""",210,10/03/1997, Jonathan  Isaac,20.281998631074607,Jonathan,Isaac,J. Isaac
287,ORL,G/F,"6'7""",195,12/20/1994, Wes  Iwundu,23.069130732375086,Wes,Iwundu,W. Iwundu
288,NY,G,"6'3""",200,10/28/1983, Jarrett  Jack,34.21492128678987,Jarrett,Jack,J. Jack
289,HOU,PG,"6'1""",201,9/07/1994, Demetrius  Jackson,23.353867214236825,Demetrius,Jackson,D. Jackson
290,NO,PG,"6'3""",205,5/04/1998, Frank  Jackson,19.698836413415467,Frank,Jackson,F. Jackson
291,PHX,G/F,"6'8""",200,2/10/1997, Josh  Jackson,20.92539356605065,Josh,Jackson,J. Jackson
292,SAC,SF,"6'8""",210,3/28/1995, Justin  Jackson,22.80082135523614,Justin,Jackson,J. Jackson
293,DET,G,"6'3""",208,4/16/1990, Reggie  Jackson,27.748117727583846,Reggie,Jackson,R. Jackson
294,CLE,F,"6'8""",250,12/30/1984, LeBron  James,33.040383299110196,LeBron,James,L. James
295,PHX,PG,"6'1""",195,8/18/1990, Mike  James,27.408624229979466,Mike,James,M. James
296,FA,PG,"6'4""",195,9/01/1995, Ognen  Jaramaz,22.3709787816564,Ognen,Jaramaz,O. Jaramaz
297,IND,F/C,"6'10""",289,1/04/1985, Al  Jefferson,33.02669404517454,Al,Jefferson,A. Jefferson
298,FA,PF,"6'9""",224,5/07/1993, Amile  Jefferson,24.689938398357288,Amile,Jefferson,A. Jefferson
299,DEN,G/F,"6'7""",233,6/21/1980, Richard  Jefferson,37.56605065023956,Richard,Jefferson,R. Jefferson
300,FA,G/F,"6'4""",205,3/06/1991, John  Jenkins,26.861054072553046,John,Jenkins,J. Jenkins
301,FA,PG,"6'1""",170,9/23/1989, Brandon  Jennings,28.309377138945926,Brandon,Jennings,B. Jennings
302,UTA,F,"6'10""",231,3/02/1987, Jonas  Jerebko,30.872005475701574,Jonas,Jerebko,J. Jerebko
303,PHI,F/C,"6'9""",240,5/01/1987, Amir  Johnson,30.70773442847365,Amir,Johnson,A. Johnson
304,LAC,PF,"6'10""",230,6/27/1994, Brice  Johnson,23.550992470910334,Brice,Johnson,B. Johnson
305,FA,G/F,"6'6""",201,4/29/1990, Chris  Johnson,27.71252566735113,Chris,Johnson,C. Johnson
306,OKC,C,"7'0""",255,9/22/1995, Dakari  Johnson,22.313483915126625,Dakari,Johnson,D. Johnson
307,MIA,F,"6'8""",250,2/20/1987, James  Johnson,30.899383983572896,James,Johnson,J. Johnson
308,FA,SF,"6'9""",230,8/07/1996, Jaylen  Johnson,21.437371663244353,Jaylen,Johnson,J. Johnson
309,UTA,F,"6'7""",240,6/29/1981, Joe  Johnson,36.544832306639286,Joe,Johnson,J. Johnson
310,DET,G/F,"6'7""",245,5/29/1996, Stanley  Johnson,21.6290212183436,Stanley,Johnson,S. Johnson
311,MIA,G,"6'4""",190,5/07/1992, Tyler  Johnson,25.689253935660506,Tyler,Johnson,T. Johnson
312,LAC,G/F,"6'7""",215,7/11/1987, Wesley  Johnson,30.51334702258727,Wesley,Johnson,W. Johnson
313,FA,PG,"6'6""",205,3/30/1994, Peter  Jok,23.794661190965094,Peter,Jok,P. Jok
314,DEN,F/C,"6'10""",250,2/19/1995, Nikola  Jokic,22.902121834360027,Nikola,Jokic,N. Jokic
315,FA,G/F,"6'6""",225,12/27/1980, Dahntay  Jones,37.04859685147159,Dahntay,Jones,D. Jones
316,GS,C,"7'0""",245,6/30/1995, Damian  Jones,22.543463381245722,Damian,Jones,D. Jones
317,FA,G/F,"6'8""",221,6/20/1990, DeQuan  Jones,27.57015742642026,DeQuan,Jones,D. Jones
318,DAL,G/F,"6'7""",220,5/27/1993, Jalen  Jones,24.635181382614647,Jalen,Jones,J. Jones
319,FA,G/F,"6'8""",218,10/04/1980, James  Jones,37.27857631759069,James,Jones,J. Jones
320,FA,SG,"6'5""",205,12/05/1994, Matt  Jones,23.110198494182068,Matt,Jones,M. Jones
321,FA,F,"6'11""",235,9/24/1991, Perry  Jones,26.308008213552363,Perry,Jones,P. Jones
322,MIN,PG,"6'2""",184,5/10/1996, Tyus  Jones,21.68104038329911,Tyus,Jones,T. Jones
323,MIA,SF,"6'7""",195,2/15/1997, Derrick  Jones Jr.,20.91170431211499,Derrick,Jones Jr.,D. Jones Jr.
324,LAC,C,"6'11""",265,7/21/1988, DeAndre  Jordan,29.4839151266256,DeAndre,Jordan,D. Jordan
325,IND,PG,"6'3""",193,8/20/1991, Cory  Joseph,26.403832991101986,Cory,Joseph,C. Joseph
326,FA,PF,"6'10""",225,9/21/1996, Alpha  Kaba,21.31416837782341,Alpha,Kaba,A. Kaba
327,CHA,F/C,"7'0""",242,4/04/1993, Frank  Kaminsky,24.78028747433265,Frank,Kaminsky,F. Kaminsky
328,NY,C,"6'11""",245,5/20/1992, Enes  Kanter,25.65366187542779,Enes,Kanter,E. Kanter
329,FA,F,"6'11""",230,4/09/1991, Ryan  Kelly,26.767967145790553,Ryan,Kelly,R. Kelly
330,DET,SG,"6'5""",200,6/24/1996, Luke  Kennard,21.557837097878167,Luke,Kennard,L. Kennard
331,CHA,SF,"6'7""",232,9/26/1993, Michael  Kidd-Gilchrist,24.301163586584533,Michael,Kidd-Gilchrist,M. Kidd-Gilchrist
332,MIL,G,"6'4""",212,1/06/1990, Sean  Kilpatrick,28.021902806297057,Sean,Kilpatrick,S. Kilpatrick
333,DAL,PF,"6'11""",220,1/29/1992, Maxi  Kleber,25.960301163586585,Maxi,Kleber,M. Kleber
334,PHX,G,"6'3""",195,12/02/1991, Brandon  Knight,26.119096509240247,Brandon,Knight,B. Knight
335,FA,SG,"6'3""",190,11/13/1994, Bronson  Koenig,23.170431211498972,Bronson,Koenig,B. Koenig
336,PHI,SG,"6'7""",185,7/24/1997, Furkan  Korkmaz,20.476386036960985,Furkan,Korkmaz,F. Korkmaz
337,NY,F/C,"7'1""",250,7/15/1995, Luke  Kornet,22.50239561943874,Luke,Kornet,L. Kornet
338,CLE,G/F,"6'7""",212,3/17/1981, Kyle  Korver,36.82956878850103,Kyle,Korver,K. Korver
339,SAC,F/C,"7'0""",265,2/24/1989, Kosta  Koufos,28.8870636550308,Kosta,Koufos,K. Koufos
340,LAL,F,"6'9""",221,7/24/1995, Kyle  Kuzma,22.477754962354553,Kyle,Kuzma,K. Kuzma
341,NY,F,"6'9""",215,10/19/1989, Mindaugas  Kuzminskas,28.238193018480494,Mindaugas,Kuzminskas,M. Kuzminskas
342,SAC,F/C,"6'11""",225,3/18/1996, Skal  Labissiere,21.82614647501711,Skal,Labissiere,S. Labissiere
343,CHA,G/F,"6'5""",185,5/30/1992, Jeremy  Lamb,25.626283367556468,Jeremy,Lamb,J. Lamb
344,BOS,PG,"5'11""",175,10/02/1992, Shane  Larkin,25.284052019164957,Shane,Larkin,S. Larkin
345,SA,F/C,"6'11""",260,9/30/1991, Joffrey  Lauvergne,26.29158110882957,Joffrey,Lauvergne,J. Lauvergne
346,CHI,G,"6'5""",208,3/10/1995, Zach  LaVine,22.850102669404517,Zach,LaVine,Z. LaVine
347,FA,PG,"5'11""",195,11/03/1987, Ty  Lawson,30.198494182067076,Ty,Lawson,T. Lawson
348,POR,PF,"6'9""",215,3/07/1994, Jake  Layman,23.857631759069132,Jake,Layman,J. Layman
349,IND,PF,"6'10""",225,4/30/1997, TJ  Leaf,20.709103353867214,TJ,Leaf,T. Leaf
350,NY,G/F,"6'5""",200,10/03/1985, Courtney  Lee,32.28199863107461,Courtney,Lee,C. Lee
351,FA,F/C,"6'9""",245,4/29/1983, David  Lee,34.71321013004791,David,Lee,D. Lee
352,PHX,F/C,"7'1""",250,6/16/1993, Alex  Len,24.580424366872005,Alex,Len,A. Len
353,SA,G/F,"6'7""",230,6/29/1991, Kawhi  Leonard,26.546201232032853,Kawhi,Leonard,K. Leonard
354,POR,F/C,"7'1""",255,2/27/1992, Meyers  Leonard,25.880903490759753,Meyers,Leonard,M. Leonard
355,FA,PF,"6'9""",240,9/29/1995, Mathias  Lessort,22.2943189596167,Mathias,Lessort,M. Lessort
356,DET,F/C,"6'10""",228,5/14/1989, Jon  Leuer,28.670773442847366,Jon,Leuer,J. Leuer
357,BKN,SF,"6'7""",203,8/25/1994, Caris  LeVert,23.38945927446954,Caris,LeVert,C. LeVert
358,NO,G/F,"6'6""",209,3/31/1988, DeAndre  Liggins,29.790554414784395,DeAndre,Liggins,D. Liggins
359,POR,PG,"6'3""",195,7/15/1990, Damian  Lillard,27.50171115674196,Damian,Lillard,D. Lillard
360,BKN,G,"6'3""",200,8/23/1988, Jeremy  Lin,29.39356605065024,Jeremy,Lin,J. Lin
361,GS,G,"6'7""",192,9/11/1985, Shaun  Livingston,32.342231348391515,Shaun,Livingston,S. Livingston
362,FA,F/C,"6'9""",255,1/29/1993, Shawn  Long,24.958247775496236,Shawn,Long,S. Long
363,GS,F/C,"6'9""",220,2/06/1996, Kevon  Looney,21.93839835728953,Kevon,Looney,K. Looney
364,LAL,C,"7'0""",268,4/01/1988, Brook  Lopez,29.78781656399726,Brook,Lopez,B. Lopez
365,CHI,C,"7'0""",282,4/01/1988, Robin  Lopez,29.78781656399726,Robin,Lopez,R. Lopez
366,CLE,F/C,"6'10""",251,9/07/1988, Kevin  Love,29.352498288843258,Kevin,Love,K. Love
367,TOR,PG,"6'1""",196,3/25/1986, Kyle  Lowry,31.808350444900753,Kyle,Lowry,K. Lowry
368,FA,PG,"6'1""",195,5/24/1989, Kalin  Lucas,28.643394934976044,Kalin,Lucas,K. Lucas
369,PHI,G/F,"6'6""",200,5/09/1995, Timothe  Luwawu-Cabarrot,22.68583162217659,Timothe,Luwawu-Cabarrot,T. Luwawu-Cabarrot
370,DEN,PF,"6'10""",225,4/09/1996, Tyler  Lydon,21.765913757700204,Tyler,Lydon,T. Lydon
371,DEN,PF,"6'10""",234,11/05/1995, Trey  Lyles,22.193018480492814,Trey,Lyles,T. Lyles
372,WSH,SG,"6'6""",200,12/21/1992, Sheldon  Mac,25.065023956194388,Sheldon,Mac,S. Mac
373,ORL,PG,"6'3""",203,4/22/1990, Shelvin  Mack,27.731690622861056,Shelvin,Mack,S. Mack
374,ATL,PG,"6'1""",160,11/28/1989, Josh  Magette,28.128678986995208,Josh,Magette,J. Magette
375,WSH,C,"6'11""",262,11/05/1986, Ian  Mahinmi,31.19233401779603,Ian,Mahinmi,I. Mahinmi
376,MIL,F/C,"7'1""",223,2/25/1997, Thon  Maker,20.88432580424367,Thon,Maker,T. Maker
377,DET,C,"7'3""",290,8/15/1988, Boban  Marjanovic,29.415468856947296,Boban,Marjanovic,B. Marjanovic
378,CHI,PF,"7'0""",227,5/22/1997, Lauri  Markkanen,20.648870636550306,Lauri,Markkanen,L. Markkanen
379,FA,PG,"6'4""",200,8/19/1991, Kendall  Marshall,26.406570841889117,Kendall,Marshall,K. Marshall
380,MEM,F/C,"6'10""",239,5/24/1994, Jarell  Martin,23.644079397672826,Jarell,Martin,J. Martin
381,SAC,PG,"5'11""",190,4/03/1994, Frank  Mason III,23.783709787816566,Frank,Mason III,F. Mason III
382,FA,PG,"6'4""",203,6/22/1994, Jordan  Mathews,23.564681724845997,Jordan,Mathews,J. Mathews
383,CHA,F/C,"6'10""",230,10/08/1992, Mangok  Mathiang,25.267624914442163,Mangok,Mathiang,M. Mathiang
384,DAL,G/F,"6'5""",220,10/14/1986, Wesley  Matthews,31.252566735112936,Wesley,Matthews,W. Matthews
385,HOU,F,"6'8""",230,9/09/1986, Luc Richard  Mbah a Moute,31.34839151266256,Luc, Mbah a Moute,L.  Mbah a Moute
386,PHI,PF,"6'9""",225,1/04/1993, James Michael  McAdoo,25.026694045174537,James, McAdoo,J.  McAdoo
387,FA,SG,"6'5""",195,8/17/1994, Tahjere  McCall,23.411362080766597,Tahjere,McCall,T. McCall
388,GS,G/F,"6'7""",185,10/25/1995, Patrick  McCaw,22.223134839151268,Patrick,McCaw,P. McCaw
389,POR,G,"6'3""",190,9/19/1991, CJ  McCollum,26.321697467488022,CJ,McCollum,C. McCollum
390,PHI,PG,"6'2""",190,3/25/1992, T.J.  McConnell,25.806981519507186,T.J.,McConnell,T. McConnell
391,UTA,SF,"6'8""",225,12/20/1993, Erik  McCree,24.0684462696783,Erik,McCree,E. McCree
392,WSH,PF,"6'9""",215,2/05/1995, Chris  McCullough,22.940451745379878,Chris,McCullough,C. McCullough
393,TOR,SF,"6'6""",205,2/09/1993, K.J.  McDaniels,24.928131416837783,K.J.,McDaniels,K. McDaniels
394,NY,SF,"6'8""",225,1/03/1992, Doug  McDermott,26.031485284052017,Doug,McDermott,D. McDermott
395,GS,C,"7'0""",270,1/19/1988, JaVale  McGee,29.987679671457904,JaVale,McGee,J. McGee
396,MIA,SG,"6'5""",200,7/29/1991, Rodney  McGruder,26.46406570841889,Rodney,McGruder,R. McGruder
397,FA,SG,"6'5""",220,8/27/1990, Trey  McKinney Jones,27.38398357289528,Trey,McKinney Jones,T. McKinney Jones
398,TOR,PF,"6'8""",215,9/17/1992, Alfonzo  McKinnie,25.32511978097194,Alfonzo,McKinnie,A. McKinnie
399,MEM,SG,"6'5""",195,2/11/1993, Ben  McLemore,24.922655715263517,Ben,McLemore,B. McLemore
400,DAL,F/C,"6'10""",240,2/28/1987, Josh  McRoberts,30.87748117727584,Josh,McRoberts,J. McRoberts
401,WSH,SG,"6'4""",210,8/21/1987, Jodie  Meeks,30.401095140314855,Jodie,Meeks,J. Meeks
402,FA,C,"6'10""",260,2/05/1995, Kennedy  Meeks,22.940451745379878,Kennedy,Meeks,K. Meeks
403,DAL,C,"7'2""",235,6/15/1986, Salah  Mejri,31.583846680355922,Salah,Mejri,S. Mejri
404,MIA,F/C,"6'8""",235,7/09/1994, Jordan  Mickey,23.51813826146475,Jordan,Mickey,J. Mickey
405,MIL,G/F,"6'8""",234,8/12/1991, Khris  Middleton,26.425735797399042,Khris,Middleton,K. Middleton
406,TOR,G/F,"6'6""",230,3/18/1987, C.J.  Miles,30.82819986310746,C.J.,Miles,C. Miles
407,NO,G/F,"6'8""",225,3/21/1990, Darius  Miller,27.81930184804928,Darius,Miller,D. Miller
408,TOR,PF,"6'7""",210,3/06/1993, Malcolm  Miller,24.859685147159478,Malcolm,Miller,M. Miller
409,FA,G/F,"6'8""",218,2/19/1980, Mike  Miller,37.90280629705681,Mike,Miller,M. Miller
410,SA,PG,"6'0""",180,8/11/1988, Patty  Mills,29.426420260095824,Patty,Mills,P. Mills
411,FA,G/F,"6'6""",215,8/12/1987, Elijah  Millsap,30.425735797399042,Elijah,Millsap,E. Millsap
412,DEN,F/C,"6'8""",246,2/10/1985, Paul  Millsap,32.92539356605065,Paul,Millsap,P. Millsap
413,CHI,F,"6'10""",260,2/11/1991, Nikola  Mirotic,26.924024640657084,Nikola,Mirotic,N. Mirotic
414,FA,PF,"6'8""",235,6/26/1992, Akil  Mitchell,25.5523613963039,Akil,Mitchell,A. Mitchell
415,UTA,G,"6'3""",215,9/07/1996, Donovan  Mitchell,21.352498288843258,Donovan,Mitchell,D. Mitchell
416,FA,F,"6'9""",240,4/07/1992, Tony  Mitchell,25.77138945927447,Tony,Mitchell,T. Mitchell
417,UTA,PG,"6'4""",203,8/03/1993, Nazareth  Mitrou-Long,24.449007529089666,Nazareth,Mitrou-Long,N. Mitrou-Long
418,CHA,SG,"6'3""",200,2/04/1998, Malik  Monk,19.942505133470227,Malik,Monk,M. Monk
419,PHX,F/C,"6'11""",265,6/04/1990, Greg  Monroe,27.613963039014372,Greg,Monroe,G. Monroe
420,DET,SF,"6'7""",200,4/06/1993, Luis  Montero,24.774811772758383,Luis,Montero,L. Montero
421,FA,SF,"6'8""",220,5/13/1995, Ben  Moore,22.67488021902806,Ben,Moore,B. Moore
422,NO,G/F,"6'4""",191,2/25/1989, E'Twaun  Moore,28.88432580424367,E'Twaun,Moore,E. Moore
423,FA,SF,"6'9""",225,8/21/1995, Jalen  Moore,22.401095140314855,Jalen,Moore,J. Moore
424,FA,C,"6'11""",220,7/31/1991, Yanick  Moreira,26.458590006844627,Yanick,Moreira,Y. Moreira
425,DET,PF,"6'10""",238,12/24/1991, Eric  Moreland,26.05886379192334,Eric,Moreland,E. Moreland
426,FA,SG,"6'5""",195,5/08/1995, Jeremy  Morgan,22.688569472963724,Jeremy,Morgan,J. Morgan
427,BOS,F,"6'9""",235,9/02/1989, Marcus  Morris,28.366872005475702,Marcus,Morris,M. Morris
428,WSH,F/C,"6'10""",245,9/02/1989, Markieff  Morris,28.366872005475702,Markieff,Morris,M. Morris
429,DEN,PG,"6'3""",175,6/27/1995, Monte  Morris,22.55167693360712,Monte,Morris,M. Morris
430,FA,G/F,"6'5""",210,9/27/1985, Anthony  Morrow,32.2984257357974,Anthony,Morrow,A. Morrow
431,FA,F/C,"7'0""",222,9/20/1990, Donatas  Motiejunas,27.318275154004105,Donatas,Motiejunas,D. Motiejunas
432,DAL,SF,"6'10""",230,5/04/1995, Johnathan  Motley,22.699520876112253,Johnathan,Motley,J. Motley
433,BKN,C,"7'1""",275,7/16/1986, Timofey  Mozgov,31.498973305954827,Timofey,Mozgov,T. Mozgov
434,DEN,PG,"6'5""",200,3/05/1996, Emmanuel  Mudiay,21.861738535249827,Emmanuel,Mudiay,E. Mudiay
435,MIN,G/F,"6'6""",221,11/13/1992, Shabazz  Muhammad,25.169062286105408,Shabazz,Muhammad,S. Muhammad
436,MIL,SG,"6'2""",180,6/01/1992, Xavier  Munford,25.620807665982205,Xavier,Munford,X. Munford
437,FA,PF,"6'8""",220,12/14/1993, Kamari  Murphy,24.084873374401095,Kamari,Murphy,K. Murphy
438,SA,PG,"6'5""",170,9/19/1996, Dejounte  Murray,21.319644079397673,Dejounte,Murray,D. Murray
439,DEN,G,"6'4""",207,2/23/1997, Jamal  Murray,20.889801505817932,Jamal,Murray,J. Murray
440,ATL,F/C,"6'11""",240,7/01/1991, Mike  Muscala,26.54072553045859,Mike,Muscala,M. Muscala
441,BOS,PF,"6'6""",225,9/25/1993, Abdel  Nader,24.303901437371664,Abdel,Nader,A. Nader
442,LAL,F/C,"6'9""",230,1/01/1993, Larry  Nance Jr.,25.034907597535934,Larry,Nance Jr.,L. Nance Jr.
443,POR,PG,"6'1""",175,7/14/1991, Shabazz  Napier,26.50513347022587,Shabazz,Napier,S. Napier
444,FA,F,"6'9""",200,6/18/1992, Maurice  Ndour,25.574264202600958,Maurice,Ndour,M. Ndour
445,NO,PG,"6'0""",190,2/09/1982, Jameer  Nelson,35.92881587953457,Jameer,Nelson,J. Nelson
446,UTA,PG,"6'1""",179,5/19/1992, Raul  Neto,25.65639972621492,Raul,Neto,R. Neto
447,FA,PF,"6'6""",231,6/17/1993, Georges  Niang,24.577686516084874,Georges,Niang,G. Niang
448,FA,PF,"6'9""",250,12/08/1989, Andrew  Nicholson,28.10130047912389,Andrew,Nicholson,A. Nicholson
449,FA,C,"6'10""",255,4/09/1994, Landry  Nnoko,23.76728268309377,Landry,Nnoko,L. Nnoko
450,NY,F/C,"6'11""",230,2/25/1985, Joakim  Noah,32.884325804243666,Joakim,Noah,J. Noah
451,DAL,F/C,"6'11""",220,4/10/1994, Nerlens  Noel,23.76454483230664,Nerlens,Noel,N. Noel
452,TOR,F/C,"7'0""",241,7/26/1992, Lucas  Nogueira,25.470225872689937,Lucas,Nogueira,L. Nogueira
453,DAL,F/C,"7'0""",245,6/19/1978, Dirk  Nowitzki,39.572895277207394,Dirk,Nowitzki,D. Nowitzki
454,NY,PG,"6'5""",190,7/28/1998, Frank  Ntilikina,19.46611909650924,Frank,Ntilikina,F. Ntilikina
455,POR,C,"7'0""",275,8/23/1994, Jusuf  Nurkic,23.394934976043807,Jusuf,Nurkic,J. Nurkic
456,CHI,G/F,"6'4""",219,1/14/1993, David  Nwaba,24.999315537303218,David,Nwaba,D. Nwaba
457,CHA,PF,"6'9""",257,5/01/1993, Johnny  O'Bryant III,24.706365503080082,Johnny,O'Bryant III,J. O'Bryant III
458,UTA,SF,"6'6""",226,6/05/1993, Royce  O'Neale,24.61054072553046,Royce,O'Neale,R. O'Neale
459,NY,F/C,"6'10""",250,3/26/1990, Kyle  O'Quinn,27.805612594113622,Kyle,O'Quinn,K. O'Quinn
460,FA,C,"6'11""",245,12/15/1993, Daniel  Ochefu,24.082135523613964,Daniel,Ochefu,D. Ochefu
461,BOS,F,"6'7""",241,12/05/1994, Semi  Ojeleye,23.110198494182068,Semi,Ojeleye,S. Ojeleye
462,FA,C,"6'11""",260,9/28/1982, Emeka  Okafor,35.29637234770705,Emeka,Okafor,E. Okafor
463,BKN,C,"6'11""",255,12/15/1995, Jahlil  Okafor,22.083504449007528,Jahlil,Okafor,J. Okafor
464,IND,G,"6'4""",210,5/04/1992, Victor  Oladipo,25.697467488021903,Victor,Oladipo,V. Oladipo
465,FA,SF,"6'8""",235,7/11/1996, Cameron  Oliver,21.51129363449692,Cameron,Oliver,C. Oliver
466,MIA,F/C,"7'0""",238,4/19/1991, Kelly  Olynyk,26.740588637919235,Kelly,Olynyk,K. Olynyk
467,HOU,F/C,"6'10""",245,11/01/1996, Chinanu  Onuaku,21.201916495550993,Chinanu,Onuaku,C. Onuaku
468,CLE,SF,"6'8""",215,4/08/1995, Cedi  Osman,22.770704996577688,Cedi,Osman,C. Osman
469,BKN,SG,"6'4""",185,1/24/1992, Yakuba  Ouattara,25.973990417522245,Yakuba,Ouattara,Y. Ouattara
470,WSH,SF,"6'7""",205,12/09/1995, Kelly  Oubre Jr.,22.099931553730322,Kelly,Oubre Jr.,K. Oubre Jr.
471,GS,C,"6'11""",270,2/10/1984, Zaza  Pachulia,33.927446954141,Zaza,Pachulia,Z. Pachulia
472,CHA,PG,"6'1""",164,9/11/1993, Marcus  Paige,24.34223134839151,Marcus,Paige,M. Paige
473,SAC,C,"7'1""",240,7/03/1997, Georgios  Papagiannis,20.53388090349076,Georgios,Papagiannis,G. Papagiannis
474,MIL,F,"6'8""",250,3/15/1995, Jabari  Parker,22.836413415468858,Jabari,Parker,J. Parker
475,SA,PG,"6'2""",185,5/17/1982, Tony  Parker,35.663244353182755,Tony,Parker,T. Parker
476,MEM,F,"6'10""",230,10/25/1988, Chandler  Parsons,29.22108145106092,Chandler,Parsons,C. Parsons
